2024-04-11 00:18, success, 1.400304
2024-04-11 12:06, success, 1.533751
2024-04-12 00:17, success, 1.592767
2024-04-12 12:06, success, 1.473063
2024-04-13 00:16, success, 1.440425
2024-04-13 12:06, success, 1.745276
2024-04-14 00:21, success, 1.417142
2024-04-14 14:08, success, 1.496129
2024-04-15 02:34, success, 1.595143
2024-04-15 12:08, success, 1.788575
2024-04-16 00:17, success, 1.737363
2024-04-16 12:06, success, 1.601966
2024-04-17 00:18, success, 1.536298
2024-04-17 12:07, success, 1.453724
2024-04-18 00:18, success, 1.240029
2024-04-18 12:06, success, 1.661866
2024-04-19 00:18, success, 1.660752
2024-04-19 12:07, success, 1.490588
2024-04-20 00:17, success, 1.508026
2024-04-20 12:06, success, 1.442807
2024-04-21 00:19, success, 1.470568
2024-04-21 12:07, success, 1.515141
2024-04-22 00:19, success, 1.525893
2024-04-22 12:07, success, 1.740872
2024-04-23 00:18, success, 1.360940
2024-04-23 12:07, success, 1.587707
2024-04-24 00:18, success, 1.372395
2024-04-24 12:07, success, 2.138496
2024-04-25 00:20, success, 1.549134
