2024-04-11 00:18, success, 0.349822
2024-04-11 12:06, success, 0.195984
2024-04-12 00:17, success, 0.349626
2024-04-12 12:06, success, 0.415327
2024-04-13 00:16, success, 0.354017
2024-04-13 12:06, success, 0.314269
2024-04-14 00:21, success, 0.603655
2024-04-14 14:08, success, 0.655320
2024-04-15 02:34, success, 0.462745
2024-04-15 12:08, success, 0.438004
2024-04-16 00:17, success, 0.280024
2024-04-16 12:06, success, 0.341283
2024-04-17 00:18, success, 0.337856
2024-04-17 12:07, success, 0.300461
2024-04-18 00:18, success, 0.321209
2024-04-18 12:06, success, 0.393089
2024-04-19 00:18, success, 0.286736
2024-04-19 12:07, success, 0.373017
2024-04-20 00:17, success, 0.323587
2024-04-20 12:06, success, 0.113700
2024-04-21 00:19, success, 0.289159
2024-04-21 12:07, success, 0.386866
2024-04-22 00:19, success, 0.345264
2024-04-22 12:07, success, 0.398274
2024-04-23 00:18, success, 0.375676
2024-04-23 12:07, success, 0.331436
2024-04-24 00:18, success, 0.342493
2024-04-24 12:07, success, 0.157229
2024-04-25 00:20, success, 0.266822
2024-04-25 12:06, success, 0.146412
2024-04-26 00:18, success, 0.235297
2024-04-26 12:07, success, 0.122093
2024-04-27 00:18, success, 0.355778
2024-04-27 12:05, success, 0.349469
2024-04-28 00:20, success, 0.312088
2024-04-28 12:07, success, 0.328867
